 ,Name,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
2009 - Bennett John,Bennett John,2009,1,2.3,0,0,0,0,0,0,0,0
2009 - Bennett Thomas & Haynes Ashley,Bennett Thomas & Haynes Ashley,2009,5,3.18,3.45,4.6,7.08,0,0,0,0,0
2009 - Bentley Steve & Jones Phil,Bentley Steve & Jones Phil,2009,1,0,0,0,0,26.78,0,0,0,0
2009 - Berchtold Oliver,Berchtold Oliver,2009,3,0,0,4.47,6.82,0,0,0,0,21.75
2009 - Betts Steven,Betts Steven,2009,1,0,0,0,0,0,0,0,0,23.77
2009 - Betts Steven & Stobbart Daniel,Betts Steven & Stobbart Daniel,2009,1,0,0,0,6.63,0,0,0,0,0
2009 - Bickerdike Georgina & Bickerdike James,Bickerdike Georgina & Bickerdike James,2009,1,0,0,0,0,0,0,26.82,0,0
2009 - Bickerdike Georgina & Hucklesby Amy,Bickerdike Georgina & Hucklesby Amy,2009,5,2.63,3.53,4.65,7.62,0,0,0,0,0
2009 - Biffin Brian & Rees-Clark Michael,Biffin Brian & Rees-Clark Michael,2009,6,3.2,4.58,5.62,8.88,0,0,0,28.32,0
2009 - Billings P & Gargan Frank,Billings P & Gargan Frank,2009,1,0,0,4.17,0,0,0,0,0,0
2009 - Bird Lucy & Griffiths Kim,Bird Lucy & Griffiths Kim,2009,2,0,3.67,4.55,0,0,0,0,0,0
2009 - Bird Lucy & Griffiths Kimberley,Bird Lucy & Griffiths Kimberley,2009,1,0,0,0,0,0,24.05,0,0,0
2009 - Blackburn Kieron & Riddell Rory,Blackburn Kieron & Riddell Rory,2009,2,0,0,0,6.02,22.28,0,0,0,0
2009 - Blackman Peter & Rendall Tom,Blackman Peter & Rendall Tom,2009,2,0,3.93,4.75,0,0,0,0,0,0
2009 - Blackwell Stephen,Blackwell Stephen,2009,4,2.02,0,3.57,5.53,0,0,0,0,17.98
2009 - Blatchley Anthony & Blatchley Ian,Blatchley Anthony & Blatchley Ian,2009,5,2.22,2.98,4.05,6.47,0,0,0,0,0
2009 - Blatchly A Mark & Cobb Alice,Blatchly A Mark & Cobb Alice,2009,1,2.28,0,0,0,0,0,0,0,0
2009 - Blyth Duncan,Blyth Duncan,2009,3,1.8,2.25,3.08,0,0,0,0,0,0
2009 - Bodman Thomas & Collins Sophie,Bodman Thomas & Collins Sophie,2009,1,0,0,0,0,0,23.55,0,0,0
2009 - Bodnar-Horvath Jamie & Van Tuyl Alex,Bodnar-Horvath Jamie & Van Tuyl Alex,2009,3,0,2.9,3.67,0,0,18.65,0,0,0
2009 - Body Simon & Sales Adam,Body Simon & Sales Adam,2009,4,2.65,3.33,0,7.02,0,22.92,0,0,0
2009 - Booth Thomas & Pollard Oliver,Booth Thomas & Pollard Oliver,2009,1,0,0,0,0,0,0,24.35,0,0
2009 - Booth Tom & Pollard Oliver,Booth Tom & Pollard Oliver,2009,2,0,4.17,0,8.18,0,0,0,0,0
2009 - Bouch Charlie & Duffield George,Bouch Charlie & Duffield George,2009,3,2.48,0,4.07,0,0,20.27,0,0,0
2009 - Bowles Phillip & Mulvaney Michael,Bowles Phillip & Mulvaney Michael,2009,1,0,0,0,0,33.55,0,0,0,0
2009 - Bowman Mark & Gibson Edward,Bowman Mark & Gibson Edward,2009,1,0,0,0,0,36.07,0,0,0,0
2009 - Boxall Andrew & Dobbs John,Boxall Andrew & Dobbs John,2009,1,0,0,3.63,0,0,0,0,0,0
2009 - Boyles Bernie,Boyles Bernie,2009,1,3.43,0,0,0,0,0,0,0,0
2009 - Boyles Bernie & Mattison Ian,Boyles Bernie & Mattison Ian,2009,1,0,0,0,0,0,0,29.33,0,0
2009 - Boyles Brian & Mattison Ian,Boyles Brian & Mattison Ian,2009,2,0,3.9,0,7.98,0,0,0,0,0
2009 - Boyne Sam & Dobson Edward,Boyne Sam & Dobson Edward,2009,4,2.12,2.72,3.65,0,0,19.28,0,0,0
2009 - Boyns Edward & Martin Christopher,Boyns Edward & Martin Christopher,2009,2,0,3.42,0,0,26.78,0,0,0,0
2009 - Bracey Dan & Harris John,Bracey Dan & Harris John,2009,2,0,0,0,6.07,23.7,0,0,0,0
2009 - Bradford Daniel & Steven Mark,Bradford Daniel & Steven Mark,2009,1,0,0,0,0,0,0,23.05,0,0
2009 - Bradley Tracey & Oliver Geoff,Bradley Tracey & Oliver Geoff,2009,3,2.88,0,4.93,7.58,0,0,0,0,0
2009 - Bragg Mark,Bragg Mark,2009,2,1.97,0,3.48,0,0,0,0,0,0
2009 - Brangwin Stuart & Walker Anthony,Brangwin Stuart & Walker Anthony,2009,4,0,2.92,3.9,6.03,23.32,0,0,0,0
2009 - Brannan Michael & Wright Felix,Brannan Michael & Wright Felix,2009,3,0,0,3.73,5.93,21.42,0,0,0,0
2009 - Bray J & Noyans ?,Bray J & Noyans ?,2009,3,0,3.18,4.45,7.03,0,0,0,0,0
2009 - Bray Julian & Noyons Andrew,Bray Julian & Noyons Andrew,2009,1,0,0,0,0,26.97,0,0,0,0
2009 - Bridger Andrew & Card Andrew,Bridger Andrew & Card Andrew,2009,4,0,3.65,4.93,7.73,29.95,0,0,0,0
2009 - Brimfield Edward & Eaton-Evans Jimmy,Brimfield Edward & Eaton-Evans Jimmy,2009,1,0,0,0,6.02,0,0,0,0,0
2009 - Broderick C,Broderick C,2009,2,0,2.8,4.17,0,0,0,0,0,0
2009 - Bromovsky Joseph & Furse James,Bromovsky Joseph & Furse James,2009,3,2.77,3.38,0,0,0,23.18,0,0,0
2009 - Bromovsky Joseph & Ponsford Sizie,Bromovsky Joseph & Ponsford Sizie,2009,1,0,0,0,8.18,0,0,0,0,0
2009 - Brooker David & Pullan Richard,Brooker David & Pullan Richard,2009,1,0,0,0,0,21.8,0,0,0,0
2009 - Brooker David & Pullen Richard,Brooker David & Pullen Richard,2009,3,2.5,3.1,3.98,0,0,0,0,0,0
2009 - Brooks Edward,Brooks Edward,2009,1,2.03,0,0,0,0,0,0,0,0
2009 - Brooks Edward & Staff Callum,Brooks Edward & Staff Callum,2009,4,0,2.78,3.57,5.6,0,18.03,0,0,0
2009 - Brough Edward & Davidson-Smith Edward,Brough Edward & Davidson-Smith Edward,2009,6,2.43,3.03,4.1,6.47,0,22.08,0,0,0
2009 - Brown Daniel & Jacklin Ruth,Brown Daniel & Jacklin Ruth,2009,4,0,3.28,4.67,7.32,0,0,22.32,0,0
2009 - Brown Edward & Middleton David,Brown Edward & Middleton David,2009,6,2.45,3.28,4.12,6.75,0,21.93,0,0,0
2009 - Brown Hayden & Riddiough-Allen Michael,Brown Hayden & Riddiough-Allen Michael,2009,1,0,0,0,0,0,20.2,0,0,0
2009 - Brown Haydon & Macmanus Ollie,Brown Haydon & Macmanus Ollie,2009,1,0,0,4.22,0,0,0,0,0,0
2009 - Brown Haydon & Riddiough-Allen Michael,Brown Haydon & Riddiough-Allen Michael,2009,1,0,0,0,7,0,0,0,0,0
2009 - Bruce Harry & Evans James,Bruce Harry & Evans James,2009,1,0,0,0,0,0,22.92,0,0,0
2009 - Bucknall Chris & Thompson Ben,Bucknall Chris & Thompson Ben,2009,1,0,0,5.5,0,0,0,0,0,0
2009 - Bulcher Thomas & Pleasance Mark,Bulcher Thomas & Pleasance Mark,2009,3,0,3.17,4.42,6.38,0,0,0,0,0
2009 - Burgoyne Mark,Burgoyne Mark,2009,4,0,2.48,3.25,4.93,0,0,0,0,16.9
2009 - Burkhardt Steffen,Burkhardt Steffen,2009,1,0,0,0,0,0,0,0,0,15.95
2009 - Burnett Jack & Wilson Tristan,Burnett Jack & Wilson Tristan,2009,1,0,0,0,0,0,27.52,0,0,0
2009 - Bury Tom & Macfarlane James,Bury Tom & Macfarlane James,2009,4,2.25,0,3.7,5.73,0,19,0,0,0
2009 - Butcher Thomas & McGrory Colin,Butcher Thomas & McGrory Colin,2009,1,0,0,0,0,23.75,0,0,0,0
2009 - Butler Billy,Butler Billy,2009,3,0,0,3.25,5.03,0,0,0,0,16.68
2009 - Butler Maria,Butler Maria,2009,2,3.58,0,0,0,0,0,0,0,30.72
2009 - Buxton Barry & Dash Rupert,Buxton Barry & Dash Rupert,2009,1,0,0,0,0,20.33,0,0,0,0
2009 - Buxton Barry & Fisher-Campbell George,Buxton Barry & Fisher-Campbell George,2009,2,0,2.95,0,6.3,0,0,0,0,0
2009 - Byrne Rhys & Worth Andrew,Byrne Rhys & Worth Andrew,2009,4,0,2.85,3.65,5.57,0,0,0,18.18,0
2009 - Callaghan Shaun,Callaghan Shaun,2009,2,0,0,4.9,0,0,0,0,0,24.3
2009 - Cambray James & Jones Hannah,Cambray James & Jones Hannah,2009,2,0,0,4.75,0,0,0,23.78,0,0
2009 - Camp Nick & Lake Cliff,Camp Nick & Lake Cliff,2009,1,0,0,6.08,0,0,0,0,0,0
2009 - Campbell Archie & Kenneth Jessie,Campbell Archie & Kenneth Jessie,2009,3,2.62,0,5.05,0,0,24.55,0,0,0
2009 - Campbell Ben & Flint Tom,Campbell Ben & Flint Tom,2009,1,3.23,0,0,0,0,0,0,0,0
2009 - Campbell Derek & Cox Jamie,Campbell Derek & Cox Jamie,2009,5,2.08,2.67,3.58,5.68,0,0,0,0,0
2009 - Campbell Robert H & Taylor Charlie,Campbell Robert H & Taylor Charlie,2009,2,2.77,3.75,0,0,0,0,0,0,0
2009 - Cannon Dominic & Thompson Mark,Cannon Dominic & Thompson Mark,2009,4,0,2.85,3.78,6.05,0,18.48,0,0,0
2009 - Cansdale Matthew & Roux Christiaan. Le,Cansdale Matthew & Roux Christiaan. Le,2009,5,2.17,2.82,3.82,6.15,0,0,0,0,0
2009 - Cansdale Matthew & Roux Christiaan.Le,Cansdale Matthew & Roux Christiaan.Le,2009,1,0,0,0,0,21.97,0,0,0,0
2009 - Cardale Tamsin & Prior Elliot,Cardale Tamsin & Prior Elliot,2009,2,0,3.87,0,0,0,22.12,0,0,0
2009 - Carlisle Richard & Snell David,Carlisle Richard & Snell David,2009,1,0,0,0,0,28.93,0,0,0,0
2009 - Carlsile Richard & Snell David,Carlsile Richard & Snell David,2009,5,2.9,3.85,4.7,7.78,0,0,0,0,0
2009 - Carter Chris,Carter Chris,2009,1,0,0,3.82,0,0,0,0,0,0
2009 - Carter Chris & Chmiel Zyggy,Carter Chris & Chmiel Zyggy,2009,2,2.2,3.02,0,0,0,0,0,0,0
2009 - Carus Will & Clark Phil,Carus Will & Clark Phil,2009,3,0,3.53,4.37,6.63,0,0,0,0,0
2009 - Chapman Simon,Chapman Simon,2009,3,0,2.52,0,5.28,0,0,0,0,17.13
2009 - Chappel Jeremy & Legge Hamish,Chappel Jeremy & Legge Hamish,2009,4,2.23,2.92,0,6.27,0,19.12,0,0,0
2009 - Chataway Adam & Mounsey thea Chris,Chataway Adam & Mounsey thea Chris,2009,1,0,0,0,0,0,0,25.98,0,0
2009 - Childerstone Amanda,Childerstone Amanda,2009,3,2.5,3.18,4.38,0,0,0,0,0,0
2009 - Childerstone Hazel & Croucher Victoria,Childerstone Hazel & Croucher Victoria,2009,1,1.97,0,0,0,0,0,0,0,0
2009 - Childerstone Jack,Childerstone Jack,2009,1,2.08,0,0,0,0,0,0,0,0
2009 - Childerstone Michael,Childerstone Michael,2009,3,2.18,2.93,3.88,0,0,0,0,0,0
2009 - Chmiel Alison & Mason Norman,Chmiel Alison & Mason Norman,2009,2,2.1,2.75,0,0,0,0,0,0,0
2009 - Chmiel Tadek & Nadal Mick,Chmiel Tadek & Nadal Mick,2009,1,2.28,0,0,0,0,0,0,0,0
2009 - Chmiel Tadek & Sims Michael,Chmiel Tadek & Sims Michael,2009,1,0,2.78,0,0,0,0,0,0,0
2009 - Chudley Colin & Stinchcombe Ron,Chudley Colin & Stinchcombe Ron,2009,1,0,2.9,0,0,0,0,0,0,0
2009 - Churcher Sophie & Nutland Rosie,Churcher Sophie & Nutland Rosie,2009,2,0,0,6.08,0,0,25.62,0,0,0
2009 - Citara Carlos & Kenna Sinead,Citara Carlos & Kenna Sinead,2009,4,3.03,0,4.62,6.85,0,22.85,0,0,0
2009 - Clark Adrian,Clark Adrian,2009,1,0,0,0,0,0,0,0,0,27.45
2009 - Clark Ian & Vial Coralie,Clark Ian & Vial Coralie,2009,3,2.22,2.88,3.83,0,0,0,0,0,0
2009 - Clark Jeremy,Clark Jeremy,2009,5,2.47,3.43,4.37,7.13,0,0,0,0,0
2009 - Clark Linda & Davies Sara,Clark Linda & Davies Sara,2009,6,2.72,3.42,4.57,6.62,25.68,0,0,0,0
2009 - Clark Phil,Clark Phil,2009,1,2.87,0,0,0,0,0,0,0,0
2009 - Clark Robert,Clark Robert,2009,2,0,2.68,3.47,0,0,0,0,0,0
2009 - Clarke Ben,Clarke Ben,2009,1,3.42,0,0,0,0,0,0,0,0
2009 - Clarke David & Clarke Jason,Clarke David & Clarke Jason,2009,1,0,0,0,0,0,0,26.7,0,0
2009 - Clarke Sam & Head Anthony,Clarke Sam & Head Anthony,2009,2,2.55,3.27,0,0,0,0,0,0,0
2009 - Clarke Sam & Hoad Anthony,Clarke Sam & Hoad Anthony,2009,4,0,0,4.32,6.68,0,22.12,0,0,0
2009 - Clow Tom & Hill Jon,Clow Tom & Hill Jon,2009,4,0,3.05,4.1,6.63,25.35,0,0,0,0
2009 - Coates Katie & Taylor Max,Coates Katie & Taylor Max,2009,6,2.7,3.5,4.53,7.38,0,23.58,0,0,0
2009 - Cockman Leonie,Cockman Leonie,2009,1,0,0,0,0,0,0,0,0,22.03
2009 - Coiley George & Coiley Graham,Coiley George & Coiley Graham,2009,3,2.4,0,4.15,0,0,0,0,20.65,0
2009 - Coleman Ross & Dunnill Charlie,Coleman Ross & Dunnill Charlie,2009,2,0,2.92,3.82,0,0,0,0,0,0
2009 - Coleridge Hannah & Solomon Eliza,Coleridge Hannah & Solomon Eliza,2009,4,2.85,3.65,4.8,0,0,23.87,0,0,0
2009 - Collcott Richard & Grugeon Ellie,Collcott Richard & Grugeon Ellie,2009,2,0,0,0,6.6,0,0,0,21.5,0
2009 - Collins Sophie & Rodman Tom,Collins Sophie & Rodman Tom,2009,1,0,0,4.48,0,0,0,0,0,0
2009 - Collison Chris & Oakley Robin,Collison Chris & Oakley Robin,2009,6,2.55,3.33,4.17,6.38,22.43,0,0,0,0
2009 - Colliver Rob & Dawkins Russ,Colliver Rob & Dawkins Russ,2009,1,0,2.72,0,0,0,0,0,0,0
2009 - Collyer Brandon & Eardley Sandra,Collyer Brandon & Eardley Sandra,2009,1,0,0,0,0,22.05,0,0,0,0
2009 - Colman Ross & Dunnill Charlie,Colman Ross & Dunnill Charlie,2009,1,0,0,0,0,22.6,0,0,0,0
2009 - Cook Andy,Cook Andy,2009,5,2.72,3.55,4.62,7.05,0,0,0,0,0
2009 - Cook Neil & Cook Paul,Cook Neil & Cook Paul,2009,1,0,0,0,0,0,0,30.05,0,0
2009 - Cooke Ciaran & O'Brien Dom,Cooke Ciaran & O'Brien Dom,2009,1,0,0,0,0,19.25,0,0,0,0
2009 - Cooper-Knock Johnathan & Gallagher Kevin,Cooper-Knock Johnathan & Gallagher Kevin,2009,1,0,0,0,0,37.55,0,0,0,0
2009 - Cooper Anthony,Cooper Anthony,2009,2,0,4.43,0,0,0,0,0,0,27.53
2009 - Cooper Ed,Cooper Ed,2009,1,2.52,0,0,0,0,0,0,0,0
2009 - Cooper Ed & Wheeler Adrian,Cooper Ed & Wheeler Adrian,2009,1,0,0,4.22,0,0,0,0,0,0
2009 - Corlet Christine & Wilson Robert,Corlet Christine & Wilson Robert,2009,4,2.72,0,4.47,7.15,0,23.78,0,0,0
2009 - Cornish Tim & Greenham Brian,Cornish Tim & Greenham Brian,2009,1,0,0,3.27,0,0,0,0,0,0
2009 - Courtaux Nicholas & Funnell Len,Courtaux Nicholas & Funnell Len,2009,4,3.52,4.07,0,8.17,29.22,0,0,0,0
2009 - Cox Alana & Ross Catherine,Cox Alana & Ross Catherine,2009,2,2.65,0,4.68,0,0,0,0,0,0
2009 - Cox Alana & Russ Catherine,Cox Alana & Russ Catherine,2009,1,0,0,0,0,0,23.42,0,0,0
2009 - Cox Nicholas & Dobson Edward,Cox Nicholas & Dobson Edward,2009,1,0,0,0,6.48,0,0,0,0,0
2009 - Cracknell James & Shrosbree Bernie,Cracknell James & Shrosbree Bernie,2009,1,0,0,0,0,20.6,0,0,0,0
2009 - Craig Matthew & Stride Sam,Craig Matthew & Stride Sam,2009,3,0,0,3.53,5.35,19.77,0,0,0,0
2009 - Crawford Roger & Fitzgerald Louise,Crawford Roger & Fitzgerald Louise,2009,1,0,0,0,7.05,0,0,0,0,0
2009 - Crocker Darren & Hewett Earl,Crocker Darren & Hewett Earl,2009,4,2.03,2.82,3.7,0,20.93,0,0,0,0
2009 - Crompton-Lee ? & Mason ?,Crompton-Lee ? & Mason ?,2009,1,0,0,0,6.23,0,0,0,0,0
2009 - Crompton Alicia & Mckeand Graham,Crompton Alicia & Mckeand Graham,2009,2,0,0,3.97,0,0,0,0,18.85,0
2009 - Crowley Russell,Crowley Russell,2009,3,2.35,0,4.08,6,0,0,0,0,0
2009 - Curtis David & Taylor Samuel,Curtis David & Taylor Samuel,2009,6,2.13,2.9,3.77,6.13,0,19.52,0,0,0
2009 - Dabney Owen,Dabney Owen,2009,2,2.23,2.93,0,0,0,0,0,0,0
2009 - Dabney Owen & Mccarroll Stuart,Dabney Owen & Mccarroll Stuart,2009,2,0,0,3.68,0,20.47,0,0,0,0
2009 - Dale Simon,Dale Simon,2009,1,3.02,0,0,0,0,0,0,0,0
2009 - Daniels Nick & Simpson Sam,Daniels Nick & Simpson Sam,2009,2,2.07,2.72,0,0,0,0,0,0,0
2009 - Daniels Wiki,Daniels Wiki,2009,1,0,2.98,0,0,0,0,0,0,0
2009 - Daniels Wiki & Gray Susan,Daniels Wiki & Gray Susan,2009,1,2.1,0,0,0,0,0,0,0,0
2009 - Dash Rupert & Terry Kieran,Dash Rupert & Terry Kieran,2009,3,0,2.88,4.45,6,0,0,0,0,0
2009 - Davey Andrew,Davey Andrew,2009,5,1.88,2.42,3.43,5.08,0,0,0,0,0
2009 - Davison Charles & Milligan Nick,Davison Charles & Milligan Nick,2009,4,2.62,3.47,4.52,0,0,0,23.98,0,0
2009 - Day Samuel & Haigh Nicholas,Day Samuel & Haigh Nicholas,2009,1,2.85,0,0,0,0,0,0,0,0
2009 - De barra Tadhg,De barra Tadhg,2009,1,0,0,0,0,0,0,0,0,20.25
2009 - De raeymaeker Hans,De raeymaeker Hans,2009,1,0,0,0,0,0,0,0,0,22.47
2009 - Deacon Thomas,Deacon Thomas,2009,1,2.1,0,0,0,0,0,0,0,0
2009 - Dennison Nick & Reid Hamish,Dennison Nick & Reid Hamish,2009,2,0,0,0,6.6,24.02,0,0,0,0
2009 - Derry-Evans Chezzie & Wilkes Rory,Derry-Evans Chezzie & Wilkes Rory,2009,2,2.85,0,4.62,0,0,0,0,0,0
2009 - Diaper Thomas,Diaper Thomas,2009,2,0,2.75,4.1,0,0,0,0,0,0
2009 - Diziwisch Alex & Macfarlane C,Diziwisch Alex & Macfarlane C,2009,2,0,0,4.62,7.13,0,0,0,0,0
2009 - Diziwisch Alex & Macreath David,Diziwisch Alex & Macreath David,2009,2,2.8,3.27,0,0,0,0,0,0,0
2009 - Dobbin Daniel & Pennock Martin,Dobbin Daniel & Pennock Martin,2009,1,0,0,0,7.42,0,0,0,0,0
2009 - Doman Paul & Wilkins Steve,Doman Paul & Wilkins Steve,2009,5,2.05,2.7,3.65,5.58,0,0,0,0,0
2009 - Dore Graham & Jaggs Bill,Dore Graham & Jaggs Bill,2009,4,2.03,2.67,3.6,0,21.5,0,0,0,0
2009 - Downey Jack & Wilson-Croome Robert,Downey Jack & Wilson-Croome Robert,2009,1,0,0,0,0,0,24.07,0,0,0
2009 - Drewett Nicola & Snook Heather,Drewett Nicola & Snook Heather,2009,2,0,4.98,6.7,0,0,0,0,0,0
2009 - Driskel David & Power Phil,Driskel David & Power Phil,2009,1,0,2.77,0,0,0,0,0,0,0
2009 - Drummond John & Walker Cath,Drummond John & Walker Cath,2009,1,2.13,0,0,0,0,0,0,0,0
2009 - Duck Matthew & Smythe Joshua,Duck Matthew & Smythe Joshua,2009,1,2.4,0,0,0,0,0,0,0,0
2009 - Dudley Andrew & Morrell Ashley,Dudley Andrew & Morrell Ashley,2009,1,0,0,0,0,50.85,0,0,0,0
2009 - Duff Craig,Duff Craig,2009,6,2.23,3.05,4,6.2,0,0,0,0,20.53
2009 - Dyer Jason & Lambert Katie,Dyer Jason & Lambert Katie,2009,2,0,3.03,3.85,0,0,0,0,0,0
2009 - Dyer Mark & Taylor Alan,Dyer Mark & Taylor Alan,2009,3,2.45,3.18,4.28,0,0,0,0,0,0
2009 - Dyson Steve & Kllian S,Dyson Steve & Kllian S,2009,1,0,0,0,6.92,0,0,0,0,0
2009 - Dziwisch Alexander & Macfarlane Callum,Dziwisch Alexander & Macfarlane Callum,2009,1,0,0,0,0,0,22.92,0,0,0
2009 - Eaton-Evans Jimmy & Foster Richard,Eaton-Evans Jimmy & Foster Richard,2009,1,2.03,0,0,0,0,0,0,0,0
2009 - Eayrs Jessica & Ford Oliva,Eayrs Jessica & Ford Oliva,2009,1,0,0,5.03,0,0,0,0,0,0
2009 - Eayrs Jessica & Ford Olivia,Eayrs Jessica & Ford Olivia,2009,1,0,0,0,0,0,25.67,0,0,0
2009 - Ede Nathan,Ede Nathan,2009,2,2,2.58,0,0,0,0,0,0,0
2009 - Edwards Chris & Fisher-Campbell George,Edwards Chris & Fisher-Campbell George,2009,1,0,0,0,0,23.02,0,0,0,0
2009 - Edwards Dylan,Edwards Dylan,2009,1,3.07,0,0,0,0,0,0,0,0
2009 - Edwards Eddie & Stnesheet Andy,Edwards Eddie & Stnesheet Andy,2009,1,0,0,3.48,0,0,0,0,0,0
2009 - Edwards Eddie & Stonestreet Andrew,Edwards Eddie & Stonestreet Andrew,2009,1,0,0,0,6.18,0,0,0,0,0
2009 - Edwards Patrick,Edwards Patrick,2009,1,2.97,0,0,0,0,0,0,0,0
2009 - Edwards Roger & Williams Dean,Edwards Roger & Williams Dean,2009,5,2.52,3.28,4.48,6.73,0,0,0,0,0
2009 - Edyvean John,Edyvean John,2009,1,0,2.83,0,0,0,0,0,0,0
2009 - Ellacott Jack & Macmanus Ollie,Ellacott Jack & Macmanus Ollie,2009,3,2.55,0,0,6.73,0,20.27,0,0,0
2009 - Elliott Bryan & Meacock David,Elliott Bryan & Meacock David,2009,2,0,0,0,7.03,37.38,0,0,0,0
2009 - Elmes David & Newman Alex,Elmes David & Newman Alex,2009,1,2.6,0,0,0,0,0,0,0,0
2009 - Elston Paul,Elston Paul,2009,5,2.12,2.92,3.83,5.92,0,0,0,0,0
2009 - Emery Matt & Hardwick Rob,Emery Matt & Hardwick Rob,2009,1,0,0,0,0,35.73,0,0,0,0
2009 - Emery Matthew & Hardwick Robert,Emery Matthew & Hardwick Robert,2009,1,0,0,4.17,0,0,0,0,0,0
2009 - Epps Alan & Rix Gavin,Epps Alan & Rix Gavin,2009,1,0,2.67,0,0,0,0,0,0,0
2009 - Escott James,Escott James,2009,1,2.23,0,0,0,0,0,0,0,0
2009 - Escott John & Escott Luke,Escott John & Escott Luke,2009,2,2.12,2.8,0,0,0,0,0,0,0
2009 - Escott Mark & Unwin Nigel,Escott Mark & Unwin Nigel,2009,2,1.92,2.5,0,0,0,0,0,0,0
2009 - Ethell Dave,Ethell Dave,2009,1,0,2.98,0,0,0,0,0,0,0
2009 - Ethell Dave & King Richard,Ethell Dave & King Richard,2009,2,0,0,3.53,0,19.73,0,0,0,0
2009 - Evans Ian & Wiliams Toby,Evans Ian & Wiliams Toby,2009,1,0,3.1,0,0,0,0,0,0,0
2009 - Evans Ian & Williams Toby,Evans Ian & Williams Toby,2009,2,0,0,3.88,0,22.65,0,0,0,0
2009 - Eyquem Paul,Eyquem Paul,2009,4,1.88,2.42,0,4.98,0,0,0,0,16.57
2009 - Farrance Alan & Voller Shirine,Farrance Alan & Voller Shirine,2009,4,2.37,3.07,0,6.3,22.32,0,0,0,0
2009 - Farrell Toby & Spence David,Farrell Toby & Spence David,2009,1,0,0,0,0,32.63,0,0,0,0
2009 - Faulkner Peter & Walters Tim,Faulkner Peter & Walters Tim,2009,1,0,0,0,0,37.03,0,0,0,0
2009 - Fenner Katherine,Fenner Katherine,2009,1,0,0,0,0,0,0,0,0,31.12
2009 - Ferguson Laura & King Amoret,Ferguson Laura & King Amoret,2009,1,2.08,0,0,0,0,0,0,0,0
2009 - Ferguson Tash & Williams Sara,Ferguson Tash & Williams Sara,2009,1,2.8,0,0,0,0,0,0,0,0
2009 - Ferris David & Selwood Peter,Ferris David & Selwood Peter,2009,1,0,0,0,0,24.6,0,0,0,0
2009 - Fisher Chris & Lyttelton Tom,Fisher Chris & Lyttelton Tom,2009,1,0,0,0,0,23.93,0,0,0,0
2009 - Fitzalan Howard George & Scarrott Richard,Fitzalan Howard George & Scarrott Richard,2009,1,0,0,0,0,0,21.28,0,0,0
2009 - Fitzsimons Martin & Mcdowell Jonathan,Fitzsimons Martin & Mcdowell Jonathan,2009,1,0,0,4.38,0,0,0,0,0,0
2009 - Flannery Paul,Flannery Paul,2009,1,0,0,0,0,0,0,0,0,21.6
2009 - Flay Piers & Turner-Bridger Christian,Flay Piers & Turner-Bridger Christian,2009,3,0,3.4,4.38,0,0,22.68,0,0,0
2009 - Fleet Iain & Grugeon Ellie,Fleet Iain & Grugeon Ellie,2009,1,2.47,0,0,0,0,0,0,0,0
2009 - Flint Tom & Steinmeyer William,Flint Tom & Steinmeyer William,2009,4,0,5.22,5.55,8.13,0,25.65,0,0,0
2009 - Fooks Gary & Lavender Guy,Fooks Gary & Lavender Guy,2009,1,3.42,0,0,0,0,0,0,0,0
2009 - Forbes Roberts & Sanders Neil,Forbes Roberts & Sanders Neil,2009,1,0,0,0,0,24.85,0,0,0,0
2009 - Ford Peter & Klebowski Tomasz,Ford Peter & Klebowski Tomasz,2009,5,1.9,2.48,3.35,5.1,0,0,0,0,0
2009 - Foster Alex & Shaw Edward,Foster Alex & Shaw Edward,2009,1,2.02,0,0,0,0,0,0,0,0
2009 - Foster Steve & Hurry Peter,Foster Steve & Hurry Peter,2009,3,0,0,3.82,5.95,22.55,0,0,0,0
2009 - Fowler Thomas & Lewis Piers,Fowler Thomas & Lewis Piers,2009,1,0,0,0,0,23.97,0,0,0,0
2009 - Fowler Tom & Lewis Piers,Fowler Tom & Lewis Piers,2009,1,0,0,0,6.93,0,0,0,0,0
2009 - Frankland Nigel & Owen Amber,Frankland Nigel & Owen Amber,2009,1,2.3,0,0,0,0,0,0,0,0
2009 - Freemantle James & Keeble James,Freemantle James & Keeble James,2009,3,1.77,2.32,3.17,0,0,0,0,0,0
2009 - Freemantle Jonathon,Freemantle Jonathon,2009,1,2.63,0,0,0,0,0,0,0,0
2009 - Freemantle Jonathon & Taylor James,Freemantle Jonathon & Taylor James,2009,3,0,3,4.17,6.33,0,0,0,0,0
2009 - Frew Georgina & Ponsford Susannah,Frew Georgina & Ponsford Susannah,2009,2,0,4.18,0,0,0,27.45,0,0,0
2009 - Frost Peter & Hammersley Richard,Frost Peter & Hammersley Richard,2009,2,0,3.17,0,0,23.42,0,0,0,0
2009 - Fryer David & Preston Chris,Fryer David & Preston Chris,2009,1,2.05,0,0,0,0,0,0,0,0
2009 - Fryer David & Watts Gary,Fryer David & Watts Gary,2009,1,0,3.33,0,0,0,0,0,0,0
2009 - Fryer Tom & Preston Chris,Fryer Tom & Preston Chris,2009,3,0,2.78,3.57,0,21.08,0,0,0,0
